#SampleID	Original_SampleID	Bd_inhibition	Host-species	Life-stage	Region	Study	RDP2.3_taxonomy	RDP_confidence	Uclust_taxonomy	Uclust_confidence	GenBank_accession	Mariannaea_inhibition	Rhizomucor_inhibition
Silverstoneiaflotator-inhibitory_18	Panama148G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1		negative	positive
Silverstoneiaflotator-ns_11	Panama148H	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
Silverstoneiaflotator-enhancing_2	Panama150A1	enhancing	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__	0.67		weak	weak
Silverstoneiaflotator-ns_12	Panama150A2	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Silverstoneiaflotator-inhibitory_19	Panama150B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1		positive	weak
Silverstoneiaflotator-inhibitory_20	Panama150C	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1		positive	positive
Silverstoneiaflotator-inhibitory_21	Panama150D	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1		negative	positive
Silverstoneiaflotator-inhibitory_22	Panama150E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta	0.67		weak	positive
Silverstoneiaflotator-inhibitory_23	Panama153A	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__aureum	0.67			
Silverstoneiaflotator-ns_13	Panama153B	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	0.87	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	1			
Silverstoneiaflotator-enhancing_3	Panama153C	enhancing	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__dispersa	0.67		negative	positive
Silverstoneiaflotator-inhibitory_24	Panama153D	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.88	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__cloacae	0.67			
Silverstoneiaflotator-inhibitory_25	Panama153E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1			
Silverstoneiaflotator-inhibitory_26	Panama153G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__	1			
Silverstoneiaflotator-inhibitory_27	Panama153H	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Silverstoneiaflotator-inhibitory_28	Panama153I	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	0.99	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__	1			
Silverstoneiaflotator-inhibitory_29	Panama153K	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-ns_14	Panama153L	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	1			
Silverstoneiaflotator-inhibitory_30	Panama153O	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_31	Panama155A	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	0.99	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__veronii	0.67			
Silverstoneiaflotator-ns_15	Panama155B	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	0.67			
Silverstoneiaflotator-inhibitory_32	Panama155C	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_33	Panama155D	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	0.67			
Silverstoneiaflotator-inhibitory_34	Panama155E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Silverstoneiaflotator-enhancing_4	Panama155F	enhancing	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67		negative	weak
Silverstoneiaflotator-inhibitory_35	Panama155G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.98	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_36	Panama155H.1	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_37	Panama155H.2	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__	0.67			
Silverstoneiaflotator-inhibitory_38	Panama155I	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__fragi	0.67			
Silverstoneiaflotator-inhibitory_39	Panama165A	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Mitsuaria	0.81	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1			
Silverstoneiaflotator-inhibitory_40	Panama165B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Silverstoneiaflotator-inhibitory_41	Panama165C	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__	0.67			
Silverstoneiaflotator-inhibitory_42	Panama165D	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_43	Panama165F	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1			
Silverstoneiaflotator-inhibitory_44	Panama165G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.93	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__	0.67			
Silverstoneiaflotator-inhibitory_45	Panama165H	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Cupriavidus; s__	0.67			
Silverstoneiaflotator-inhibitory_46	Panama166B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0.81	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-inhibitory_47	Panama166D	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.86	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia	0.67			
Silverstoneiaflotator-inhibitory_48	Panama166E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas	0.96	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.67			
Silverstoneiaflotator-ns_16	Panama166F	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.89	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Silverstoneiaflotator-inhibitory_49	Panama166G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	1			
Silverstoneiaflotator-ns_17	Panama167A	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	1			
Silverstoneiaflotator-inhibitory_50	Panama167B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Mitsuaria	0.99	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1			
Silverstoneiaflotator-ns_18	Panama167C	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__sciuri	1			
Silverstoneiaflotator-enhancing_5	Panama167D	enhancing	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Curtobacterium	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Curtobacterium; s__	1		weak	weak
Silverstoneiaflotator-ns_19	Panama167E	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Silverstoneiaflotator-inhibitory_51	Panama167G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.67			
Silverstoneiaflotator-inhibitory_52	Panama168B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	0.67			
Silverstoneiaflotator-inhibitory_53	Panama168E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiales_incertae_sedis;Mitsuaria	0.97	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Mitsuaria; s__chitosanitabida	0.67			
Silverstoneiaflotator-ns_20	Panama168F	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.82	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia	0.67			
Silverstoneiaflotator-ns_21	Panama168G	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__	0.67			
Silverstoneiaflotator-inhibitory_54	Panama168I	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__	0.67			
Silverstoneiaflotator-enhancing_6	Panama169A	enhancing	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	1		negative	positive
Silverstoneiaflotator-inhibitory_55	Panama169B	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.96	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__dispersa	0.67			
Silverstoneiaflotator-ns_22	Panama169C	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.99	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter	0.67			
Silverstoneiaflotator-ns_23	Panama169D	ns	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.8	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
Silverstoneiaflotator-inhibitory_56	Panama169E	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Silverstoneiaflotator-inhibitory_57	Panama169G	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Silverstoneiaflotator-inhibitory_58	Panama169H	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.95	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Silverstoneiaflotator-inhibitory_59	Panama169J	inhibitory	Silverstoneiaflotator	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea	0.93	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
Bufotyphonius-inhibitory_1	Panama175A	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	1	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum	1			
Bufotyphonius-inhibitory_2	Panama175B	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Bufotyphonius-inhibitory_3	Panama175C	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia	0.67			
Bufotyphonius-inhibitory_4	Panama175D	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Bufotyphonius-inhibitory_5	Panama175F	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Bufotyphonius-inhibitory_6	Panama175G	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	0.92	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__cereus	0.67			
Bufotyphonius-inhibitory_7	Panama176A	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Bufotyphonius-inhibitory_8	Panama176B	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae; g__; s__	1			
Bufotyphonius-inhibitory_9	Panama176C	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
Bufotyphonius-inhibitory_10	Panama176E	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.92	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Bufotyphonius-inhibitory_11	Panama190A	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.67			
Bufotyphonius-ns_1	Panama190B	ns	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	1	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1			
Bufotyphonius-inhibitory_12	Panama190C	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Bufotyphonius-inhibitory_13	Panama190D	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	0.67			
Bufotyphonius-inhibitory_14	Panama190F	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens	1			
Bufotyphonius-inhibitory_15	Panama191A	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	1			
Bufotyphonius-inhibitory_16	Panama191B	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter	0.94	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1			
Bufotyphonius-enhancing_1	Panama191C	enhancing	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Bufotyphonius-inhibitory_17	Panama192A	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	1			
Bufotyphonius-inhibitory_18	Panama192B	inhibitory	Bufotyphonius	Adult	Panama	9	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	1			
