#SampleID	Bd_load	PABD	species	indiv	prepost	Bd_exposure	indivID	time	orig_contam	future_max_bd_load	observed_otus	chao1	shannon	faith_pd	dist_braycurtis	dist_unweighted_unifrac	dist_weighted_unifrac	disper_braycurtis	disper_unweighted_unifrac	disper_weighted_unifrac	inhibRich	percInhib	NMDS1_braycurtis	NMDS1_unweighted_unifrac	NMDS1_weighted_unifrac	NMDS2_braycurtis	NMDS2_unweighted_unifrac	NMDS2_weighted_unifrac	NMDS_stress_braycurtis	NMDS_stress_unweighted_unifrac	NMDS_stress_weighted_unifrac
#q2:types	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical
1788.mck37Pre.1Bubo.4	0	0	Anbo	4	Pre	Bd-exposed	Anbo_4	1	0	9.333333333	78	93.16666667	3.915414869	12.55208231				0.730247704	0.645432193	0.348675837	16	0.2056	0.384664677	0.665393589	-0.028800154	-0.261266214	0.162227202	-0.083913648	28.24357674	22.46010257	18.61255843
1788.mck261Post.1Raca.6	0	0	Raca	6	Post	Bd-exposed	Raca_6	6	0	0	109	120.875	4.246738607	17.30624182	0.556	0.580988645	0.273263905	1.302723817	0.714707944	0.973042451	18	0.323	0.045659005	-0.30689357	-0.064336348	-0.144661603	0.482874519	0.305764324	28.24357674	22.46010257	18.61255843
1788.mck281Post.1Rapi.5	0	0	Rapi	5	Post	Bd-exposed	Rapi_5	6	1		71	79.57142857	3.067080308	11.8892468	0.6289	0.383943948	0.399831867	1.006330894	0.726793765	1.285314558	12	0.8003	-0.142547119	0.216940535	-0.19760991	0.072668749	0.034616326	-0.038649311	28.24357674	22.46010257	18.61255843
1788.mck113Pre.3Buma.7	0	0	Rhma	7	Pre	Control	Rhma_7	3	1		112	137.2	3.327914364	16.1006789	0.4598	0.451123697	0.205014877	1.490535659	0.695043497	1.290033319	9	0.1424	-0.291339029	-0.339877683	-0.366162297	-0.522487474	0.102645217	0.032892599	28.24357674	22.46010257	18.61255843
1788.mck114Pre.3Buma.8	0	0	Rhma	8	Pre	Bd-exposed	Rhma_8	3	0	2.666666667	186	243.4	5.029394131	23.02847436	0.338	0.392923575	0.220040749	0.764034732	0.743135865	0.47669054	12	0.216	-0.162176963	-0.646898016	-0.157200349	-0.360707005	0.008150725	0.005466089	28.24357674	22.46010257	18.61255843
1788.mck677Post.8Bubo.10	0	0	Anbo	10	Post	Control	Anbo_10	13	0		77	140.25	3.655059578	14.46724072	0.3292	0.494711371	0.133041921	1.850945451	0.793040089	1.065491097	7	0.5443	0.061416712	0.282729835	0.029821847	0.143199108	-0.51021107	-0.083418852	28.24357674	22.46010257	18.61255843
1788.mck571Post.6Osse.5	0	0	Osse	5	Post	Bd-exposed	Osse_5	11	0	2.333333333	83	84.66666667	4.472550289	13.05652273	0.364	0.426373314	0.182889243	1.281003041	0.939601724	0.880545078	11	0.1729	0.19736479	0.128493319	-0.158421512	0.355046266	-0.280196013	-0.089852848	28.24357674	22.46010257	18.61255843
1788.mck386Post.3Rapi.4	0	0	Rapi	4	Post	Control	Rapi_4	8	0		86	93	2.939498381	12.9335751	0.3898	0.498670764	0.212417281	1.353113696	0.742859933	0.668916889	11	0.2565	-0.205043418	0.278977001	0.078498323	0.237427569	0.151476467	-0.068992202	28.24357674	22.46010257	18.61255843
1788.mck454Post.4Bubo.4	1.666666667	1	Anbo	4	Post	Bd-exposed	Anbo_4	9	0	9.333333333	81	89.07692308	3.135636908	13.01651097	0.6468	0.539877359	0.556096037	1.489401884	0.738913241	0.74086453	9	0.6547	0.043738069	0.35713128	0.09382717	0.077384843	-0.008908601	-0.034566408	28.24357674	22.46010257	18.61255843
1788.mck576Post.6Osse.10	0	0	Osse	10	Post	Control	Osse_10	11	0		107	115.75	4.484855765	16.70421908	0.4292	0.414587724	0.170406986	1.106808094	0.845109419	0.887947525	11	0.2166	0.015171623	0.033554323	0.163084678	0.529598775	-0.529005381	-0.099594542	28.24357674	22.46010257	18.61255843
1788.mck609Post.7Rapi.9	0	0	Rapi	9	Post	Bd-exposed	Rapi_9	12	1		81	87.875	2.87681363	13.59021907	0.3317	0.58871144	0.210969786	1.350260165	0.721210697	0.918883491	9	0.3537	-0.187523859	0.033634428	-0.153722819	0.528921332	-0.585835235	0.010552282	28.24357674	22.46010257	18.61255843
1788.mck413Post.3Osse.9	0	0	Osse	9	Post	Control	Osse_9	8	0		115	148	4.783875695	16.20840729	0.5153	0.494200735	0.308256831	1.14913782	0.763093708	0.533869007	14	0.3167	0.114704914	-0.123261914	0.025245878	0.278821518	-0.24025223	-0.111770246	28.24357674	22.46010257	18.61255843
1788.mck202Pre.3Osse.10	0	0	Osse	10	Pre	Control	Osse_10	4	0		74	77.75	3.925729107	9.709050233	0.511	0.55971131	0.393632861	1.118768906	0.673724211	1.238716754	14	0.453	0.347312912	0.75693923	-0.293482995	0.310946993	-0.208660068	-0.097401118	28.24357674	22.46010257	18.61255843
1788.mck235Pre.5Rapi.12	0	0	Rapi	12	Pre	Bd-exposed	Rapi_12	5	1		82	95	3.386895674	12.8895832	0.4056	0.608704353	0.198146792	1.209957652	0.888855238	1.288934157	12	0.6376	-0.138764138	0.274935116	-0.002777222	0.147046829	-0.20530376	0.024415746	28.24357674	22.46010257	18.61255843
1788.mck615Post.7Bubo.3	4.333333333	1	Anbo	3	Post	Bd-exposed	Anbo_3	12	0	7	76	83.33333333	3.593530903	11.72049494	0.5521	0.414817276	0.31808327	1.439403128	0.802166276	0.783255047	6	0.3414	0.083662597	0.166784665	0.144924837	0.364510934	-0.216617658	-0.151283707	28.24357674	22.46010257	18.61255843
1788.mck147Pre.2Osse.8	0	0	Osse	8	Pre	Control	Osse_8	3	0		92	110.2	3.966744145	11.46202712	0.746	0.670584386	0.29716495	0.959016259	0.610321633	0.512519315	21	0.6988	0.423476471	0.549113933	0.025404844	0.038513029	0.106194917	-0.104256304	28.24357674	22.46010257	18.61255843
1788.mck209Pre.5Raca.7	0	0	Raca	7	Pre	Control	Raca_7	5	0		127	154.7894737	3.995442587	20.04792821	0.3699	0.496878616	0.245822553	1.178653039	0.646026411	0.881229404	12	0.0567	0.042290862	-0.320589193	-0.139963318	-0.458045582	0.463778674	0.224692231	28.24357674	22.46010257	18.61255843
1788.mck221Pre.5Buma.9	0	0	Rhma	9	Pre	Bd-exposed	Rhma_9	5	0	3.333333333	150	181.5	4.205360637	21.32314402	0.5457	0.41724135	0.204944416	1.295856542	0.833168049	0.769963608	13	0.2725	-0.231083112	-0.555498728	-0.132620375	-0.190716046	0.043290712	0.021794456	28.24357674	22.46010257	18.61255843
1788.mck652Post.8Buma.7	0	0	Rhma	7	Post	Control	Rhma_7	13	1		102	136.5	3.456571002	16.2692801	0.3184	0.350169878	0.200294303	1.764981799	0.698107551	1.414304262	7	0.1038	-0.44810584	-0.514108541	-0.211720474	-0.276011827	-0.221024563	0.074181016	28.24357674	22.46010257	18.61255843
1788.mck724Post.9Bubo.4	0	0	Anbo	4	Post	Bd-exposed	Anbo_4	14	0	9.333333333	84	107.3333333	3.121093499	13.62214175	0.3687	0.544329731	0.26401922	1.78447872	1.286216024	1.376284324	6	0.2331	0.413746157	0.403578424	-0.258124237	0.12340719	0.414694484	-0.221172141	28.24357674	22.46010257	18.61255843
1788.mck685Post.8Osse.8	1	1	Osse	8	Post	Control	Osse_8	13	0		140	171.2307692	4.484242191	18.22952911	0.4789	0.424246513	0.253210383	1.297090531	0.722725766	0.533527383	13	0.3818	-0.101685139	-0.368855456	0.038534934	0.244664176	-0.407943675	0.054998302	28.24357674	22.46010257	18.61255843
1788.mck350Post.2Bubo.9	0	0	Anbo	9	Post	Control	Anbo_9	7	0		88	97	4.104404747	14.12106499	0.3644	0.388481437	0.127638865	1.009856652	0.726440371	0.996234481	12	0.5443	0.300238543	0.221099539	-0.172773813	0.120495521	0.074543019	-0.110533277	28.24357674	22.46010257	18.61255843
1788.mck528Post.6Raca.5	0	0	Raca	5	Post	Bd-exposed	Raca_5	11	0	0.333333333	122	167.8823529	3.631269646	18.68200471	0.6257	0.552211855	0.379260051	0.964508513	0.701533821	0.873357937	10	0.2082	-0.555669036	-0.409090646	0.301322557	-0.07199932	0.063939633	0.33913167	28.24357674	22.46010257	18.61255843
1788.mck779Post.10Rapi.6	0	0	Rapi	6	Post	Control	Rapi_6	16	0		157	198	2.438734416	25.83965302				2.336775271	1.09989761	1.033203567	9	0.1817	-0.228763972	-0.635760069	0.144225662	0.592975217	0.675611084	0.033721174	28.24357674	22.46010257	18.61255843
1788.mck437Post.4Buma.10	0	0	Rhma	10	Post	Control	Rhma_10	9	1		92	117.0909091	3.327113931	13.69373575	0.3471	0.564721421	0.234890212	2.300144469	0.844632299	2.004116333	11	0.2054	-0.29889205	-0.300139411	-0.355736919	-0.533330602	-0.133970019	0.03044974	28.24357674	22.46010257	18.61255843
1788.mck319Post.2Buma.1	0	0	Rhma	1	Post	Control	Rhma_1	7	0		109	140.2307692	3.476300921	16.97925758	0.2763	0.424815393	0.116023605	1.709644011	0.874323997	0.82832105	9	0.1841	-0.385027176	-0.601504979	-0.136464766	-0.209123434	-0.183825283	0.040643602	28.24357674	22.46010257	18.61255843
1788.mck592Post.7Buma.3	0	0	Rhma	3	Post	Control	Rhma_3	12	0		131	167.9090909	4.765578741	20.77373177	0.5234	0.403010314	0.313942718	1.016724444	0.645677082	0.700084729	7	0.1419	-0.330739255	-0.73304011	0.081005324	-0.222386278	-0.070444035	0.145826108	28.24357674	22.46010257	18.61255843
1788.mck4Pre.1Raca.4	0	0	Raca	4	Pre	Bd-exposed	Raca_4	1	0	1.333333333	157	208	3.556077613	23.8732095				0.857911456	0.934853738	0.715700473	13	0.2532	0.198450643	-0.390033186	0.329935869	-0.42326899	0.89432179	0.112059465	28.24357674	22.46010257	18.61255843
1788.mck216Pre.5Buma.4	0	0	Rhma	4	Pre	Bd-exposed	Rhma_4	5	1		118	152.3636364	4.027373941	15.37160496	0.4551	0.386903719	0.159289582	1.035534972	0.693081167	0.73562889	13	0.2009	-0.163869099	-0.145762983	-0.218005669	-0.277203986	-0.087078206	-0.004088859	28.24357674	22.46010257	18.61255843
1788.mck225Pre.5Rapi.2	0	0	Rapi	2	Pre	Bd-exposed	Rapi_2	5	1		64	73.33333333	2.960872507	13.61102592	0.6922	0.616332092	0.59219198	0.873333295	0.648293501	0.756977377	5	0.22	-0.349299757	0.327246211	0.297139436	0.283657162	0.461618806	0.009171496	28.24357674	22.46010257	18.61255843
1788.mck379Post.3Buma.8	0	0	Rhma	8	Post	Bd-exposed	Rhma_8	8	0	2.666666667	124	146.6666667	4.569256245	14.3088986	0.5499	0.489375541	0.362435955	1.348892182	0.816552229	0.845338492	12	0.1263	-0.364134647	-0.22337206	-0.284934674	-0.366079116	-0.345022616	0.011583977	28.24357674	22.46010257	18.61255843
1788.mck737Post.9Osse.8	0	0	Osse	8	Post	Control	Osse_8	14	0		110	111.1111111	5.174415454	17.36466802	0.2995	0.47376024	0.118731026	1.243022592	0.696205564	0.545689374	14	0.2828	0.059636721	-0.364298416	0.039580168	0.23949923	-0.643377345	0.115750953	28.24357674	22.46010257	18.61255843
1788.mck78Pre.2Bubo.2	0	0	Anbo	2	Pre	Bd-exposed	Anbo_2	2	0	7.666666667	55	57.5	3.810788159	8.520447567	0.7985	0.680546833	0.436356893	1.881679066	1.149157978	1.459975665	6	0.1381	0.65340586	0.774567932	-0.182136635	0.100014707	-0.23503323	-0.342759572	28.24357674	22.46010257	18.61255843
1788.mck536Post.6Buma.3	0	0	Rhma	3	Post	Control	Rhma_3	11	0		146	175.3333333	4.495113489	21.65153261	0.3753	0.406715363	0.191479871	1.513776227	0.691482253	0.761112652	15	0.1066	-0.298903547	-0.63555558	-0.131736776	-0.403222125	-0.059153899	0.014081088	28.24357674	22.46010257	18.61255843
1788.mck720Post.9Rapi.12	0	0	Rapi	12	Post	Bd-exposed	Rapi_12	14	1		234	285	5.566854178	31.77643825	0.8185	0.798878178	0.674595618	3.132334205	1.761321472	4.477240892	6	0.0192	-0.30485798	-0.818454287	-0.390501663	0.768268517	1.40736617	0.574587718	28.24357674	22.46010257	18.61255843
1788.mck797Post.10Osse.4	0	0	Osse	4	Post	Bd-exposed	Osse_4	16	0	1.333333333	78	78.85714286	4.423329541	12.41534585				1.570978386	0.946701687	0.972089311	12	0.399	0.1441037	0.245432047	-0.121652566	0.492465145	-0.512618465	-0.166883165	28.24357674	22.46010257	18.61255843
1788.mck798Post.10Osse.5	0	0	Osse	5	Post	Bd-exposed	Osse_5	16	0	2.333333333	121	142.4285714	3.369976892	18.71320996				1.086993605	0.70951667	0.780088563	13	0.2485	-0.16310389	-0.160285497	0.168365277	0.290707076	0.081249457	-0.082580493	28.24357674	22.46010257	18.61255843
1788.mck494Post.5Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	10	0	0	58	61	3.479763579	9.917833417	0.5757	0.619339336	0.258591922	1.157910239	0.866777996	0.494748037	6	0.5353	-0.281734797	0.114722941	0.152423757	0.230235053	-0.614105843	0.007315994	28.24357674	22.46010257	18.61255843
1788.mck303Post.1Osse.5	0	0	Osse	5	Post	Bd-exposed	Osse_5	6	0	2.333333333	92	105.125	3.313836579	12.11202062	0.3474	0.528116421	0.246715169	1.375239278	0.651643316	0.631334762	11	0.4327	0.494195491	0.246184103	-0.169052065	-0.097847622	-0.156241759	-0.111621117	28.24357674	22.46010257	18.61255843
1788.mck91Pre.1Osse.5	0	0	Osse	5	Pre	Bd-exposed	Osse_5	2	0	2.333333333	64	77.2	3.699130703	9.987827079				0.598194666	0.735882582	0.59802728	14	0.5678	0.552823283	0.839051457	0.262427406	-0.30117056	0.922038829	-0.193637638	28.24357674	22.46010257	18.61255843
1788.mck361Post.2Osse.10	0	0	Osse	10	Post	Control	Osse_10	7	0		117	122.1428571	4.893903496	16.45165136	0.5846	0.562004323	0.219239935	1.193839128	0.649287621	0.755083998	17	0.191	-0.077583488	-0.081235596	0.057969135	-0.145579975	-0.027570264	-0.096959142	28.24357674	22.46010257	18.61255843
1788.mck554Post.6Rapi.10	0	0	Rapi	10	Post	Control	Rapi_10	11	1		146	177.9545455	4.262407737	24.46048767	0.4974	0.562400641	0.286727642	1.159584202	0.888950178	0.765441312	13	0.1659	-0.163751643	-0.703929598	0.138102249	0.227839767	0.10614648	0.055871222	28.24357674	22.46010257	18.61255843
1788.mck321Post.2Buma.3	0	0	Rhma	3	Post	Control	Rhma_3	7	0		119	144.0714286	3.848663032	16.68304261	0.5928	0.40250131	0.33306908	1.138901586	0.661202101	0.945527213	9	0.1726	-0.32217582	-0.278299611	-0.026406096	-0.526439105	0.011546105	-0.075549228	28.24357674	22.46010257	18.61255843
1788.mck48Pre.2Raca.5	0	0	Raca	5	Pre	Bd-exposed	Raca_5	2	0	0.333333333	106	125.4615385	4.287910969	15.4174727	0.6175	0.530957804	0.35621973	1.067045735	1.042847061	0.806627494	10	0.2041	0.105768365	-0.030574219	0.153327982	-0.265352473	0.119544195	0.270809342	28.24357674	22.46010257	18.61255843
1788.mck396Post.3Bubo.2	5.333333333	1	Anbo	2	Post	Bd-exposed	Anbo_2	8	0	7.666666667	63	76	3.02231638	9.96425486	0.5176	0.362355577	0.354238741	3.350921272	0.825912711	1.373351201	6	0.4653	-0.394446319	0.217346241	-0.068044673	0.09104333	-0.213144281	0.100821096	28.24357674	22.46010257	18.61255843
1788.mck385Post.3Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	8	0	0	52	59.85714286	1.66432494	10.10479926	0.2618	0.60600825	0.113646172	2.132756671	0.795457387	0.874864596	7	0.1745	-0.276148676	0.251603263	0.187590684	0.544322274	-0.313118716	-0.049768101	28.24357674	22.46010257	18.61255843
1788.mck441Post.4Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	9	0	0	86	95.75	3.300245873	13.50469742	0.5992	0.478301123	0.275384441	1.614589756	0.962875567	1.076551163	13	0.369	-0.240910731	0.063974026	-0.005205367	0.29956942	-0.216088829	-0.007710953	28.24357674	22.46010257	18.61255843
1788.mck486Post.5Buma.6	0	0	Rhma	6	Post	Bd-exposed	Rhma_6	10	1		122	143.375	5.205660929	16.3109133	0.3764	0.246477385	0.175051836	1.309761439	0.751067157	0.694802457	12	0.2362	-0.208392535	-0.416951245	-0.117142721	-0.20767117	-0.103207549	0.049792196	28.24357674	22.46010257	18.61255843
1788.mck800Post.10Osse.7	0	0	Osse	7	Post	Control	Osse_7	16	0		90	92.625	4.874846198	13.05198164				1.345528963	0.830935478	0.895076755	14	0.61	0.323163985	0.3034445	0.209099527	-0.054179207	0.501632878	-0.260204527	28.24357674	22.46010257	18.61255843
1788.mck440Post.4Rapi.2	0	0	Rapi	2	Post	Bd-exposed	Rapi_2	9	1		51	51.75	3.245199689	8.71955297	0.4522	0.647563355	0.159632263	1.490598842	0.879757493	0.576267093	8	0.5508	-0.253499373	0.561656149	0.152965143	0.212644588	-0.693279132	0.013494863	28.24357674	22.46010257	18.61255843
1788.mck711Post.9Rapi.3	0	0	Rapi	3	Post	Bd-exposed	Rapi_3	14	0	0	101	109.1428571	3.25020909	17.24459227				1.413715736	0.858393025	1.027071793	10	0.2279	-0.259630139	-0.113469759	0.184235037	0.27190644	0.071728479	-0.019863545	28.24357674	22.46010257	18.61255843
1788.mck351Post.2Bubo.10	0	0	Anbo	10	Post	Control	Anbo_10	7	0		85	90.625	4.07166191	14.7220346	0.4318	0.411246122	0.220307377	0.953506469	0.790656978	0.768705434	12	0.5573	0.217986566	0.130752731	-0.108901774	0.062017013	0.093145313	-0.100859576	28.24357674	22.46010257	18.61255843
1788.mck597Post.7Buma.8	0	0	Rhma	8	Post	Bd-exposed	Rhma_8	12	0	2.666666667	129	164.2	4.67477563	18.06421765	0.5383	0.405757433	0.312251269	1.357850815	0.734425917	0.487398036	12	0.1225	-0.360082397	-0.422886668	-0.032563012	-0.020049838	-0.039145133	0.069702525	28.24357674	22.46010257	18.61255843
1788.mck601Post.7Rapi.1	0	0	Rapi	1	Post	Bd-exposed	Rapi_1	12	1		136	175.5454545	3.312314463	18.90884859	0.3633	0.53550008	0.151410435	1.392567597	0.65082945	0.712018703	10	0.2428	-0.169022266	-0.25657402	0.013002221	0.312862168	-0.344451403	-0.018110583	28.24357674	22.46010257	18.61255843
1788.mck404Post.3Bubo.10	0	0	Anbo	10	Post	Control	Anbo_10	8	0		41	41.75	2.867663421	7.071188969	0.4852	0.626859306	0.359480015	0.899826621	0.930456294	1.022422704	5	0.3976	0.585074701	0.67533106	0.161796368	0.080676762	-0.524106566	-0.290162134	28.24357674	22.46010257	18.61255843
1788.mck227Pre.5Rapi.4	0	0	Rapi	4	Pre	Control	Rapi_4	5	0		62	66	2.747763686	9.623155188	0.2083	0.499227223	0.109777179	1.496290245	0.892666168	2.087102377	10	0.6102	-0.178853931	0.582485989	-0.390300992	0.352060596	-0.285919996	-0.05025895	28.24357674	22.46010257	18.61255843
1788.mck197Pre.3Osse.5	0	0	Osse	5	Pre	Bd-exposed	Osse_5	4	0	2.333333333	71	80.1	2.25659626	12.68198285	0.1922	0.701339071	0.120907843	1.623600199	1.155264115	0.955158632	6	0.7499	0.609374221	0.926994982	0.143105051	-0.117692765	0.5630642	-0.186438629	28.24357674	22.46010257	18.61255843
1788.mck154Pre.4Raca.5	0	0	Raca	5	Pre	Bd-exposed	Raca_5	4	0	0.333333333	189	255.3	5.247152976	25.76272514	0.6958	0.573868558	0.413430453	0.918117353	0.52011678	0.49704834	8	0.086	0.161032281	-0.437627789	-0.033565254	-0.343764336	0.644531214	0.136356072	28.24357674	22.46010257	18.61255843
1788.mck357Post.2Osse.6	0	0	Osse	6	Post	Bd-exposed	Osse_6	7	0	0	68	68.5	3.965092154	9.920496328	0.2875	0.479980809	0.144676425	1.55081246	0.814035659	1.181056719	12	0.3928	0.529854621	0.352303725	-0.191921072	-0.026268314	-0.188325456	-0.113752482	28.24357674	22.46010257	18.61255843
1788.mck510Post.5Bubo.7	0	0	Anbo	7	Post	Control	Anbo_7	10	0		57	83.25	3.23393444	8.727881342	0.1798	0.43163655	0.058744136	1.404458649	0.760738815	1.134639442	10	0.6864	0.339060374	0.469144275	0.127058906	0.03162861	-0.416585312	-0.18163028	28.24357674	22.46010257	18.61255843
1788.mck193Pre.3Osse.1	0	0	Osse	1	Pre	Bd-exposed	Osse_1	4	0	0	72	87.16666667	1.177725906	8.992924537	0.5303	0.534132275	0.16591253	1.478664869	0.616042225	1.226253301	15	0.9171	0.759138944	0.593446974	0.244061505	0.020335784	0.025966332	-0.253082077	28.24357674	22.46010257	18.61255843
1788.mck567Post.6Osse.1	0	0	Osse	1	Post	Bd-exposed	Osse_1	11	0	0	146	165.0909091	3.710450186	21.20918415				1.30497623	0.673369503	1.10466798	11	0.0349	0.012497839	-0.194121172	0.14534192	0.560373906	0.30308633	-0.041816258	28.24357674	22.46010257	18.61255843
1788.mck687Post.8Osse.10	0	0	Osse	10	Post	Control	Osse_10	13	0		107	128.8571429	3.919258563	17.0816229	0.6093	0.475478095	0.265577855	1.328422314	0.748934562	0.813916152	8	0.1385	0.261711323	-0.151878722	0.171269381	0.587187122	-0.747718515	-0.238341119	28.24357674	22.46010257	18.61255843
1788.mck763Post.10Buma.1	0	0	Rhma	1	Post	Control	Rhma_1	16	0		129	144.4	5.069632572	18.5925406				1.603828446	0.826462277	0.639637873	14	0.4139	-0.013549448	-0.398360909	0.003214094	-0.092328181	-0.0568321	-0.006848717	28.24357674	22.46010257	18.61255843
1788.mck384Post.3Rapi.2	0	0	Rapi	2	Post	Bd-exposed	Rapi_2	8	1		65	103	2.691153247	12.86047395	0.4489	0.522742432	0.197660856	1.972640066	0.674351523	0.947294098	8	0.3278	-0.262467837	0.3832821	0.149600276	0.280486979	0.115119017	-0.008520887	28.24357674	22.46010257	18.61255843
1788.mck284Post.1Rapi.8	0	0	Rapi	8	Post	Control	Rapi_8	6	1		99	118.25	3.343179421	15.73980648	0.5227	0.591787526	0.320082586	1.103565152	0.716914456	0.88610779	16	0.6743	-0.179991683	0.054770053	0.040987473	0.104854894	0.23813843	0.012256898	28.24357674	22.46010257	18.61255843
1788.mck252Pre.4Osse.7	0	0	Osse	7	Pre	Control	Osse_7	5	0		117	130.5714286	4.5564756	15.86857442	0.4731	0.573630613	0.178593938	1.611202972	0.748235653	0.858414298	15	0.5239	0.267504823	0.112544856	0.054583965	0.248144391	0.447071711	-0.15749506	28.24357674	22.46010257	18.61255843
1788.mck746Post.10Bubo.3	4.333333333	1	Anbo	3	Post	Bd-exposed	Anbo_3	15	0	7	101	118.5	4.292221493	17.16722401	0.4718	0.397620743	0.242519834	1.07830102	0.812250809	0.577781097	10	0.1547	-0.093502096	0.209045416	0.093559521	0.275108813	0.23816059	-0.030718273	28.24357674	22.46010257	18.61255843
1788.mck660Post.8Rapi.4	0	0	Rapi	4	Post	Control	Rapi_4	13	0		52	54	3.333778761	9.669348929	0.5441	0.49887049	0.35948142	1.510698394	0.884097717	0.712836167	8	0.261	-0.168845267	0.253832836	0.083434333	0.24280238	-0.705164842	-0.047998321	28.24357674	22.46010257	18.61255843
1788.mck220Pre.5Buma.8	0	0	Rhma	8	Pre	Bd-exposed	Rhma_8	5	0	2.666666667	158	173.7894737	4.991788272	18.58100519	0.524	0.416951399	0.245063166	1.222221393	0.750250737	0.72816244	14	0.1212	-0.204957164	-0.349062842	-0.151988577	-0.363787666	-0.099815327	0.006964716	28.24357674	22.46010257	18.61255843
1788.mck757Post.10Raca.5	0	0	Raca	5	Post	Bd-exposed	Raca_5	16	0	0.333333333	110	127.1428571	4.135165979	15.90074012				1.0973877	0.767551642	0.944554447	12	0.2751	0.048864873	-0.076368975	0.208462018	-0.364092056	-0.064097533	0.292445963	28.24357674	22.46010257	18.61255843
1788.mck111Pre.3Buma.5	0	0	Rhma	5	Pre	Control	Rhma_5	3	0		154	189	4.498065523	19.08019601	0.3872	0.38582859	0.212484619	0.866979707	0.653091293	0.486403969	14	0.2481	-0.188488844	-0.350536069	-0.212874704	-0.427677019	0.021727519	-0.02733431	28.24357674	22.46010257	18.61255843
1788.mck120Pre.3Rapi.3	0	0	Rapi	3	Pre	Bd-exposed	Rapi_3	3	0	0	98	124.25	4.394362769	13.38555478	0.5198	0.597801445	0.241151576	0.83832349	0.711480162	0.347009744	14	0.3415	-0.05908746	0.499978965	0.04199979	0.061153758	-0.028958856	-0.053655778	28.24357674	22.46010257	18.61255843
1788.mck607Post.7Rapi.7	0	0	Rapi	7	Post	Control	Rapi_7	12	1		111	132.6666667	3.389868626	17.80324658	0.2868	0.411653694	0.166998007	2.157043958	0.768599458	1.027280492	9	0.2779	-0.471111194	-0.376905008	0.140685916	0.219856661	-0.559675347	0.093339105	28.24357674	22.46010257	18.61255843
1788.mck318Post.2Raca.10	0	0	Raca	10	Post	Control	Raca_10	7	0		122	142.3	4.002739429	18.92138084				1.068608173	0.768584279	1.233255448	11	0.1224	0.180597934	-0.215084053	0.156902326	-0.384912659	0.212354449	0.498077083	28.24357674	22.46010257	18.61255843
1788.mck669Post.8Bubo.1	0	0	Anbo	1	Post	Bd-exposed	Anbo_1	13	0	3.333333333	66	90.42857143	2.496902444	11.51548934	0.4457	0.455321622	0.370543939	2.09939099	0.699420183	0.878138887	8	0.5128	0.479223812	0.353001944	0.169241545	0.203114743	-0.463450705	-0.207261995	28.24357674	22.46010257	18.61255843
1788.mck496Post.5Rapi.5	0	0	Rapi	5	Post	Bd-exposed	Rapi_5	10	1		47	48	3.862817562	8.440679442	0.4968	0.499006732	0.256250222	1.319151052	0.828238983	0.514021826	10	0.2796	-0.130649644	0.462308966	0.061618172	0.260722832	-0.44165814	-0.003081976	28.24357674	22.46010257	18.61255843
1788.mck431Post.4Buma.4	0	0	Rhma	4	Post	Bd-exposed	Rhma_4	9	1		140	173.2142857	4.812704242	18.06068733	0.528	0.376272549	0.257063455	1.177280677	1.002005967	0.705879268	14	0.2408	-0.265761077	-0.354038838	-0.032830037	-0.136144937	-0.11935199	0.040395625	28.24357674	22.46010257	18.61255843
1788.mck684Post.8Osse.7	0	0	Osse	7	Post	Control	Osse_7	13	0		178	193.8125	5.457918355	23.42924556				1.224289567	1.17558686	1.779106098	12	0.3749	0.075799442	-0.56058558	-0.365003147	0.414145024	0.506931182	0.103697608	28.24357674	22.46010257	18.61255843
1788.mck210Pre.5Raca.8	0	0	Raca	8	Pre	Control	Raca_8	5	0		115	142	4.344217796	17.99855992	0.5087	0.550719302	0.323227562	0.895826205	0.585266793	0.764261363	8	0.0386	0.218930697	-0.314101689	0.039406449	-0.38841177	0.340156278	0.292119742	28.24357674	22.46010257	18.61255843
1788.mck329Post.2Buma.11	0	0	Rhma	11	Post	Bd-exposed	Rhma_11	7	1		143	185.5	4.597329989	17.76439368	0.4253	0.392587143	0.200201531	1.047515972	0.720492764	0.516808304	13	0.2053	-0.244253295	-0.271664692	-0.05823687	-0.320755006	0.024127622	-0.001539312	28.24357674	22.46010257	18.61255843
1788.mck750Post.10Bubo.8	0	0	Anbo	8	Post	Control	Anbo_8	15	0		90	101.875	3.785932749	14.3515804	0.6559	0.503766828	0.501331807	1.064802336	0.757200377	1.21442106	9	0.0978	0.007262832	0.053217344	-0.306494563	0.276901613	0.008443571	-0.122531321	28.24357674	22.46010257	18.61255843
1788.mck20Pre.1Buma.10	0	0	Rhma	10	Pre	Control	Rhma_10	1	1		121	148.6	4.031426625	17.10767391				0.736357066	0.511855904	0.387522988	10	0.407	-0.227468029	-0.262869962	-0.182667422	-0.519370608	0.077988035	-0.058374429	28.24357674	22.46010257	18.61255843
